1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
996.3,1025.3,1030.2,1035.7,1045.5,1062.8,1113.1,1105.4,1330.7,1350.3,1272.2,1163.9,1186,1224.7,1286.3,1353.8,1488.1,1509.9,1581.3,1606.4,1646.6,1822.6,1659.9,1747.3,1841,1914.7,1847.3,1877.2,1945.4,2099.5,2042.3,2105.2,2212.5,2261,2273.4,2307.5,2374.7,2240.9,2464.8,2580.8,2667.8,2730.6,2823.4,2992.3,3049,3180.8,3319.8,3334.3,3228.9,3231.9,3340.6,3492.6,3531.8,3637.4,3556.1,3529,3692.3,3670.5,3737.9,3769.4,3834.8
