1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
14.53193226,18.09610656,19.13580247,18.2231405,23.48547718,22.1875,24.81176471,31.40887949,43.22595745,43.0732334,44.98277347,41.10638298,54.42968421,59.41854167,46.78350515,53.74,51.09823529,60.53436893,65.82692308,63.88676358,61.22777778,65.95419847,69.10209125,50.0907197,53.02373832,72.18518519,89.61715867,92.73566176,97.76135531,107.1335766,81.61436122,92.9898804,105.0120706,112.5019681,113.2274361,140.7449857,156.0646095,122.3824732,146.2662734,145.9177592,156.7847111,139.3404255,166.9963783,171.7595703,156.5324675,143.5792435,159.3081285,104.9730275,121.4452727,151.4354717,144.8612844,118.3512545,155.8750394,157.3435903,139.4234258,169.625186,212.5987138,169.0010733,195.484381,209.1678784,232.0252648
